cmc_id,symbol,name,asset_class,sector,coin_staking_type,lambda_months,lambda_n_channels,lambda_channels,has_ch1,has_ch2,has_ch3_v,has_ch3_d,has_nvt_gl,nvt_months,pq_source,has_tvl,tvl_months,holder_count,est_getlogs_calls,evm_chain,etherscan_reachable,coverage_status,what_needed
914,SPHR,Sphere,coin,,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
702,SPR,SpreadCoin,coin,Yield;Yield Aggregator,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
47,SPT,Spots,coin,Farm,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
57,SRC,SecureCoin,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
6187,SRM,Serum,coin,Dexs;Launchpad;DEX;Derivatives;Smart Contract Platform,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
38892,STABLE,Stable,coin,Lending;Layer-1;Payments,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
389,START,Startcoin,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
1343,STRAX,Stratis,coin,Smart Contract Platform,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
22691,STRK,Starknet,coin,Canonical Bridge;Lending;Layer-2;Modular Blockchain;Privacy;Smart Contract Platform;Zero Knowledge,pos_possible,19,1,ch1_staking,True,False,False,False,True,16,defillama_chain_dex,False,0,,,,,complete,COMPLETE
1183,STS,Stress,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
4847,STX,Stacks,coin,Chain;NFT;Gaming;Layer-2;Metaverse;Smart Contract Platform,pow_only,0,0,,False,False,False,False,True,41,defillama_chain_dex,False,0,,,,,complete,COMPLETE
20947,SUI,Sui,coin,Canonical Bridge;Layer-1,pos_possible,0,0,,False,False,False,False,True,25,defillama_chain_dex,False,0,,,,,partial,ch1_staking[pos_possible]
341,SUPER,SuperCoin,coin,Services,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
1085,SWING,Swing,coin,,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
58,SXC,Sexcoin,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
2381,SXDT,Spectre.ai Dividend Token,coin,Exchange Token;Smart Contract Platform,pos_possible,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pos_possible] | pq_nvtgl
1304,SYNX,Syndicate,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
541,SYS,Syscoin,coin,NFT;Layer-1;Modular Blockchain;Privacy;Zero Knowledge,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
61,TAG,TagCoin,coin,,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
295,TALK,BTCtalkcoin,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
1894,TCC,The ChampCoin,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
1674,TECX,TrumpElon CannationX,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
325,TEK,TEKcoin,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
2394,TEL,Telcoin,coin,Payments;Identity;Layer-1,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
114,TES,TeslaCoin,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
79,TGC,Tigercoin,coin,Luck Games,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
416,THC,HempCoin,coin,,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
2416,THETA,Theta Network,coin,AI/Big Data;NFT;DePIN;Layer-1;Metaverse;Smart Contract Platform,pos_possible,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pos_possible] | pq_nvtgl
22861,TIA,Celestia,coin,Canonical Bridge;Layer-1;Modular Blockchain,pos_possible,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pos_possible] | pq_nvtgl
87,TIPS,FedoraCoin,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
513,TIT,Titcoin,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
59,TIX,Tickets,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
4660,TLOS,Telos,coin,NFT;Layer-1;Payments;Privacy;Smart Contract Platform;Zero Knowledge,pos_possible,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pos_possible] | pq_nvtgl
2235,TNB,Time New Bank,coin,Smart Contract Platform,pos_possible,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pos_possible] | pq_nvtgl
1833,TOA,ToaCoin,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
11419,TON,Toncoin,coin,Layer-1,pos,0,0,,False,False,False,False,True,31,defillama_chain_dex,False,0,,,,,partial,ch1_staking
2467,TRAC,OriginTrail,coin,AI Agents;AI/Big Data;DePIN;Interoperability;Layer-1;Privacy;RWA;Smart Contract Platform,pos_possible,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pos_possible] | pq_nvtgl
4944,TRB,Tellor,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
4,TRC,Terracoin,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
638,TROLL,Trollcoin,coin,,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
1638,TRST,WeTrust,coin,Smart Contract Platform,pos_possible,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pos_possible] | pq_nvtgl
2457,TRUE,TrueChain,coin,Prediction Market;Smart Contract Platform,pos_possible,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pos_possible] | pq_nvtgl
1185,TRUMP,TrumpCoin,coin,Meme,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
1958,TRX,TRON,coin,Chain;Storage;Layer-1;Payments,pow_only,78,1,ch1_staking,True,False,False,False,True,58,defillama_chain_dex,False,0,,,,,complete,COMPLETE
1032,TX,TransferCoin,coin,,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
588,UBQ,Ubiq,coin,Services,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
168,UFO,Uniform Fiscal Object,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
334,UNB,UnbreakableCoin,coin,Derivatives,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
176,UNC,UnionCoin,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
67,UNO,Unobtanium,coin,Insurance;Payments,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
380,URO,Uro,coin,Bridge,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
1617,USC,Ultimate Secure Cash,coin,,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
111,USDE,USDe,coin,Derivatives,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
33979,USUAL,Usual,coin,RWA;Synthetics,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
121,UTC,UltraCoin,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
2371,UTT,United Traders Token,coin,Payments;Smart Contract Platform,pos_possible,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pos_possible] | pq_nvtgl
2645,UUU,U Network,coin,Smart Contract Platform,pos_possible,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pos_possible] | pq_nvtgl
1154,VAL,Validity,coin,Reserve Currency;Yield,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
34619,VANA,Vana,coin,Chain;AI/Big Data;Layer-1,pos_possible,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pos_possible] | pq_nvtgl
8037,VANRY,Vanar Chain,coin,NFT;Layer-1;Metaverse,pos_possible,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pos_possible] | pq_nvtgl
3846,VBK,VeriBlock,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
519,VC,VirtualCoin,coin,Dexs;Lending;NFT Marketplace,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
3607,VEST,VestChain,coin,Smart Contract Platform,pos_possible,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pos_possible] | pq_nvtgl
3077,VET,VeChain,coin,IoT;Layer-1;RWA;Smart Contract Platform,pos_possible,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pos_possible] | pq_nvtgl
470,VIA,Viacoin,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
2570,VIC,Viction,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
3845,VIDT,VIDT Datalink,coin,AI/Big Data;NFT;Gaming;Interoperability;IoT;Smart Contract Platform,pos_possible,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pos_possible] | pq_nvtgl
1511,VIDZ,PureVidz,coin,,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
3063,VITAE,Vitae,coin,Payments,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
1368,VLT,Veltor,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
1486,VLTC,Vault Coin,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
375,VOOT,VootCoin,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
3816,VRA,Verasity,coin,AI/Big Data;NFT;Gaming;Metaverse;Payments,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
323,VRC,VeriCoin,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
1387,VRM,VeriumReserve,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
5049,VRSC,VerusCoin,coin,Identity;Interoperability;Privacy;Zero Knowledge,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
3704,VSYS,v.systems,coin,Smart Contract Platform,pos_possible,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pos_possible] | pq_nvtgl
520,VTA,Virtacoin,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
99,VTC,Vertcoin,coin,Payments;Privacy,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
3012,VTHO,VeThor Token,coin,Layer-1,pos_possible,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pos_possible] | pq_nvtgl
766,VTR,vTorrent,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
2606,WAN,Wanchain,coin,Interoperability;Layer-1;Privacy,pos_possible,0,0,,False,False,False,False,True,30,defillama_chain_dex,False,0,,,,,partial,ch1_staking[pos_possible]
2300,WAXP,WAX,coin,NFT;Gaming;Layer-1;Metaverse;Payments,pos_possible,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pos_possible] | pq_nvtgl
831,WBB,Wild Beast Block,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
16,WDC,WorldCoin,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
7548,WEMIX,WEMIX,coin,NFT;Gaming;Layer-1;Metaverse,pos_possible,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pos_possible] | pq_nvtgl
1779,WGR,Wagerr,coin,,unknown,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[unknown] | pq_nvtgl
1609,XAS,Asch,coin,,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
293,XBC,Bitcoin Plus,coin,Payments,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
9258,XCH,Chia,coin,Layer-1;RWA,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
501,XCN,Cryptonite,coin,Lending,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
18679,XCN,Onyxcoin,coin,Lending;Layer-1,pos_possible,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pos_possible] | pq_nvtgl
132,XCP,Counterparty,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
2634,XDC,XDC Network,coin,Layer-1;RWA;Smart Contract Platform,pos,72,1,ch1_staking,True,False,False,False,True,37,defillama_chain_dex,False,0,,,,,complete,COMPLETE
405,XDN,DigitalNote,coin,Interoperability;Payments;Privacy,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
10791,XEC,eCash,coin,Layer-1,pos_possible,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pos_possible] | pq_nvtgl
1244,XHI,HiCoin,coin,,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
512,XLM,Stellar,coin,DEX;Payments;RWA;Smart Contract Platform,unknown,0,0,,False,False,False,False,True,38,defillama_chain_dex,False,0,,,,,partial,ch1_staking[unknown]
629,XMG,Magi,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
328,XMR,Monero,coin,Layer-1;Payments;Privacy,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
182,XMY,Myriad,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
1567,XNO,Nano,coin,DAG;Layer-1;Payments,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
1367,XP,Experience Points,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
874,XPB,Pebblecoin,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
36645,XPL,Plasma,coin,Chain;Layer-1;Payments,pos_possible,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pos_possible] | pq_nvtgl
42,XPM,Primecoin,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
764,XPY,PayCoin,coin,,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
978,XRA,Ratecoin,coin,,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
3839,XRC,Bitcoin Rhodium,coin,Payments,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
11948,XRD,Radix,coin,Layer-1,pos_possible,32,1,ch1_staking,True,False,False,False,True,20,defillama_chain_dex,False,0,,,,,complete,COMPLETE
52,XRP,XRP,coin,Payments,unknown,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[unknown] | pq_nvtgl
2144,XSH,SHIELD,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
277,XSI,StabilityShares,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
2633,XSN,Stakenet,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
448,XST,Stealth,coin,Payments;Privacy,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
1391,XTO,Tao,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
2011,XTZ,Tezos,coin,Chain;NFT;Layer-1;Privacy;Smart Contract Platform,pos,78,1,ch1_staking,True,False,False,False,False,0,,False,0,,,,,partial,pq_nvtgl
836,XVC,Vcash,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
693,XVG,Verge,coin,Payments;Privacy,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
268,XWC,WhiteCoin,coin,Interoperability,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
17,YAC,Yacoin,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
1156,YOC,Yocoin,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
4691,ZANO,Zano,coin,Layer-1;Payments;Privacy,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
516,ZCC,ZcCoin,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
1447,ZCL,ZClassic,coin,Zero Knowledge,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
1437,ZEC,Zcash,coin,Layer-1;Payments;Privacy;Zero Knowledge,pow_only,0,0,,False,False,False,False,True,56,bitinfocharts_sentinusd,False,0,,,,,complete,COMPLETE
181,ZEIT,Zeitcoin,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
1698,ZEN,Horizen,coin,Dexs;Services;Payments;Privacy;Smart Contract Platform;Zero Knowledge,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
1629,ZENI,Zennies,coin,,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
56,ZET,Zetacoin,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
21259,ZETA,ZetaChain,coin,Chain;AI/Big Data;Interoperability;Layer-1;Smart Contract Platform,pos_possible,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pos_possible] | pq_nvtgl
9260,ZIG,ZIGChain,coin,AI/Big Data;Layer-1,pos_possible,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pos_possible] | pq_nvtgl
2469,ZIL,Zilliqa,coin,Gaming;Metaverse;Payments;Smart Contract Platform,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
4003,ZNN,Zenon,coin,Layer-1,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
835,ZRC,ZiftrCOIN,coin,Canonical Bridge,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
4762,ZVC,ZVCHAIN,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
4951,ZYN,Zynecoin,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
3626,rBTC,Bitcoin on Rootstock,coin,,pow_only,0,0,,False,False,False,False,True,9,defillama_chain_dex,False,0,,,,,complete,COMPLETE
32591,sSOL,Solayer SOL,coin,,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
27568,slisBNB,Lista Staked BNB,coin,,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
30943,$MICHI,michi (SOL),other,Meme,,0,0,,False,False,False,False,False,0,,False,0,,,non-EVM,no,not_started,ch2_holding | ch3_governance | tvl_defillama
900,007,007Coin,other,,,0,0,,False,False,False,False,False,0,,False,0,,,non-EVM,no,not_started,ch2_holding | ch3_governance | tvl_defillama
23355,0x0,0x0.ai,other,Privacy;AI/Big Data,,0,0,,False,False,False,False,False,0,,False,0,36348.0,2908.0,Ethereum,yes,not_started,ch2_holding(36348h) | ch3_governance | tvl_defillama
28683,1000SATS,SATS,other,,,0,0,,False,False,False,False,False,0,,False,0,,,non-EVM,no,not_started,ch2_holding | ch3_governance | tvl_defillama
1109,1337,Elite,other,,,0,0,,False,False,False,False,False,0,,False,0,,,non-EVM,no,not_started,ch2_holding | ch3_governance | tvl_defillama
930,16BIT,16bit,other,,,0,0,,False,False,False,False,False,0,,False,0,,,non-EVM,no,not_started,ch2_holding | ch3_governance | tvl_defillama
16604,1ECO,1eco,other,,,0,0,,False,False,False,False,False,0,,False,0,2976.0,238.0,Ethereum,yes,not_started,ch2_holding(2976h) | ch3_governance | tvl_defillama
33031,1MBABYDOGE,Baby Doge Coin,other,NFT;Gaming;Meme;Payments,,0,0,,False,False,False,False,False,0,,False,0,,,non-EVM,no,not_started,ch2_holding | ch3_governance | tvl_defillama
1403,1ST,FirstBlood,other,Gaming,,0,0,,False,False,False,False,False,0,,False,0,17846.0,1428.0,Ethereum,yes,not_started,ch2_holding(17846h) | ch3_governance | tvl_defillama
38515,2Z,DoubleZero,other,Developer Tools;Liquid Staking,,0,0,,False,False,False,False,False,0,,False,0,,,non-EVM,no,not_started,ch2_holding | ch3_governance | tvl_defillama
890,8BIT,8Bit,other,,,0,0,,False,False,False,False,False,0,,False,0,,,non-EVM,no,not_started,ch2_holding | ch3_governance | tvl_defillama
2438,AAC,Acute Angle Cloud,other,,,0,0,,False,False,False,False,False,0,,False,0,8613.0,689.0,Ethereum,yes,not_started,ch2_holding(8613h) | ch3_governance | tvl_defillama
36994,AAPLX,Apple tokenized stock (xStock),other,Tokenized Asset,,1,1,ch2_holding,False,True,False,False,False,0,,False,0,305.0,24.0,Ethereum,yes,partial,tvl_defillama
6958,ACH,Alchemy Pay,other,,,0,0,,False,False,False,False,False,0,,False,0,38081.0,3046.0,Ethereum,yes,not_started,ch2_holding(38081h) | ch3_governance | tvl_defillama
38185,ADI,ADI,other,,,0,0,,False,False,False,False,False,0,,False,0,2878.0,230.0,Ethereum,yes,not_started,ch2_holding(2878h) | ch3_governance | tvl_defillama
1706,ADK,Aidos Kuneen,other,,,0,0,,False,False,False,False,False,0,,False,0,,,non-EVM,no,not_started,ch2_holding | ch3_governance | tvl_defillama
4057,ADN,Aladdin,other,,,0,0,,False,False,False,False,False,0,,False,0,5056.0,404.0,Ethereum,yes,not_started,ch2_holding(5056h) | ch3_governance | tvl_defillama
1775,ADT,adToken,other,,,34,1,ch2_holding,False,True,False,False,False,0,,False,0,2035.0,163.0,Ethereum,yes,partial,tvl_defillama
1037,AGRS,Agoras: Tau Net,other,AI/Big Data,,0,0,,False,False,False,False,False,0,,False,0,5643.0,451.0,Ethereum,yes,not_started,ch2_holding(5643h) | ch3_governance | tvl_defillama
3664,AGVC,AgaveCoin,other,,,18,1,ch2_holding,False,True,False,False,False,0,,False,0,1900.0,152.0,Ethereum,yes,partial,tvl_defillama
34026,AI16Z,ai16z,other,AI Agents;AI/Big Data;Meme,,0,0,,False,False,False,False,False,0,,False,0,,,non-EVM,no,not_started,ch2_holding | ch3_governance | tvl_defillama
38430,AIA,DeAgentAI,other,AI Agents;AI/Big Data,,0,0,,False,False,False,False,False,0,,False,0,,,BSC,yes,not_started,ch2_holding | ch3_governance | tvl_defillama
32968,AIC,AI Companions,other,AI/Big Data;Meme,,0,0,,False,False,False,False,False,0,,False,0,,,BSC,yes,not_started,ch2_holding | ch3_governance | tvl_defillama
2407,AIT,AICHAIN,other,,,0,0,,False,False,False,False,False,0,,False,0,102862.0,8229.0,Ethereum,yes,not_started,ch2_holding(102862h) | ch3_governance | tvl_defillama
34103,AIXBT,aixbt,other,AI Agents;AI/Big Data,,11,1,ch2_holding,False,True,False,False,False,0,,False,0,697.0,56.0,Ethereum,yes,partial,tvl_defillama
7431,AKT,Akash Network,other,AI/Big Data;DePIN;Storage,,0,0,,False,False,False,False,False,0,,False,0,,,non-EVM,no,not_started,ch2_holding | ch3_governance | tvl_defillama
6957,ALBT,AllianceBlock,other,AI/Big Data,,0,0,,False,False,False,False,False,0,,False,0,,,non-EVM,no,not_started,ch2_holding | ch3_governance | tvl_defillama
30605,ALE,Ailey,other,,,0,0,,False,False,False,False,False,0,,False,0,,,BSC,yes,not_started,ch2_holding | ch3_governance | tvl_defillama
2040,ALIS,ALIS,other,,,18,1,ch2_holding,False,True,False,False,False,0,,False,0,2461.0,197.0,Ethereum,yes,partial,tvl_defillama
9935,AMA,Mrweb Finance,other,,,0,0,,False,False,False,False,False,0,,False,0,,,BSC,yes,not_started,ch2_holding | ch3_governance | tvl_defillama
3260,AMO,AMO Coin,other,,,0,0,,False,False,False,False,False,0,,False,0,,,non-EVM,no,not_started,ch2_holding | ch3_governance | tvl_defillama
