cmc_id,symbol,name,sector,peak_mcap,last_mcap,n_months,first_m,last_m,dl_chain,map_via,chain_dex_30d,mat_ratio,rung,rung_reason
506,CANN,CannabisCoin,,24427318.93153875,303169.06513452,46,2015-08-31,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
29,CAP,Bottlecaps,Derivatives,211259.88161823,164470.53772995,27,2015-08-31,2017-10-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
502,CARBON,Carboncoin,Farm,6946318.40945226,4692770.5305561,27,2015-08-31,2023-06-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
49,CBX,Bullion,,3544944.15414757,1760803.42736241,35,2015-08-31,2018-08-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
37263,CC,Canton,Chain;Interoperability;Layer-1;Privacy;Smart Contract Platform,6889906705.369302,6023131382.294315,7,2025-11-30,2026-05-31,Canton,cmcId,9018380.0,0.0014972909318416265,GAP-R2,"degenerate/unmapped on DeFiLlama; Rung-2 Artemis Settlement Volume is the theoretically-correct source but is PAID-ONLY (Lite tier = Terminal/Sheets only, no REST API). Rung-3 native full-history infeasible. -> material coverage GAP pending human decision"
4122,CCA,Counos Coin,,88368013.2814776,18735114.86582758,14,2019-12-31,2021-02-28,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
279,CCN,CannaCoin,,2227462.63807336,309719.5700028,31,2015-08-31,2018-02-28,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
5482,CCXX,Counos X,,1830055534.1791413,334123643.2491154,30,2020-04-30,2022-10-31,,,,,GAP-R2,"degenerate/unmapped on DeFiLlama; Rung-2 Artemis Settlement Volume is the theoretically-correct source but is PAID-ONLY (Lite tier = Terminal/Sheets only, no REST API). Rung-3 native full-history infeasible. -> material coverage GAP pending human decision"
304,CDN,Canada eCoin,,2395777.97781543,677047.81462605,34,2015-08-31,2018-07-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1864,CDT,Blox,Smart Contract Platform,100411079.77876242,82403214.76479758,50,2017-08-31,2021-09-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
5567,CELO,Celo,Chain;Layer-2;Payments;Privacy;Smart Contract Platform;Zero Knowledge,2037565319.592186,46092358.22514638,70,2020-07-31,2026-05-31,Celo,cmcId,100450449.0,2.1793297819419823,R1,DeFiLlama chain DEX non-degenerate (30d vol/mcap=2.1793>= 0.01)
249,CESC,CryptoEscudo,,372536.09397723,372536.09397723,29,2015-08-31,2018-04-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
2941,CET,CoinEx Token,CEX;DEX;Layer-1,66023588.06210281,15161628.11749128,77,2019-12-31,2026-05-31,CSC,cmcId,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
7334,CFX,Conflux,NFT;Layer-1;Payments;Smart Contract Platform,1807754544.801956,272324700.7784928,63,2021-03-31,2026-05-31,Conflux,cmcId,1494136.0,0.0054865974174532215,GAP-R2,"degenerate/unmapped on DeFiLlama; Rung-2 Artemis Settlement Volume is the theoretically-correct source but is PAID-ONLY (Lite tier = Terminal/Sheets only, no REST API). Rung-3 native full-history infeasible. -> material coverage GAP pending human decision"
146,CGA,Cryptographic Anomaly,,213293.34903588,88476.27046004,2,2016-09-30,2016-10-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
999,CHC,ChainCoin,,9024552.15862438,718416.21271034,16,2017-04-30,2018-08-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
3978,CHR,Chromia,Dexs;AI/Big Data;NFT;Gaming;Layer-1;Metaverse;Modular Blockchain;RWA,537061273.0803435,21477946.54562827,55,2021-11-30,2026-05-31,Chromia,cmcId,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
4066,CHZ,Chiliz,NFT;Layer-1;Payments,3183415783.784483,351639381.7669874,82,2019-07-31,2026-05-31,Chiliz,cmcId,5319120.0,0.01512663335167816,R1,DeFiLlama chain DEX non-degenerate (30d vol/mcap=0.0151>= 0.01)
1306,CJ,Cryptojacks,,2426953.27959301,79798.74431264,25,2016-07-31,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
4948,CKB,Nervos Network,NFT;Interoperability;Layer-2;Modular Blockchain;Smart Contract Platform,1022221172.7379544,63825167.2467604,76,2020-01-31,2026-05-31,,,,,GAP-R2,"degenerate/unmapped on DeFiLlama; Rung-2 Artemis Settlement Volume is the theoretically-correct source but is PAID-ONLY (Lite tier = Terminal/Sheets only, no REST API). Rung-3 native full-history infeasible. -> material coverage GAP pending human decision"
460,CLAM,Clams,Yield;Payments,34461202.03663302,4286910.10033536,58,2015-08-31,2020-12-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
362,CLOAK,CloakCoin,Privacy,155289014.21885687,11323680.71275586,60,2015-08-31,2022-04-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1855,CMP,Compcoin,Dexs,16321647.99638416,9177358.32906725,2,2017-09-30,2017-10-31,CMP,symbol,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
206,CNO,Coin(O),,1016679.52472443,434051.60564933,14,2016-12-31,2018-02-28,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1546,CNT,Centurion,Dexs,238298977.22764933,238298977.22764933,19,2017-03-31,2023-06-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
2027,CNX,Cryptonex,Exchange Token;Payments;Smart Contract Platform,2418240193.9892964,2418240193.9892964,41,2017-11-30,2023-06-30,,,,,GAP-R2,"degenerate/unmapped on DeFiLlama; Rung-2 Artemis Settlement Volume is the theoretically-correct source but is PAID-ONLY (Lite tier = Terminal/Sheets only, no REST API). Rung-3 native full-history infeasible. -> material coverage GAP pending human decision"
65,COL,Colossuscoin,,55039.15076262,32622.47882297,5,2015-08-31,2015-12-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
2001,COLX,ColossusXT,Privacy,36487500.17457524,12536278.46507257,41,2018-02-28,2026-04-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
23254,CORE,Core,Canonical Bridge;Derivatives;Yield;Layer-1,2277251633.85902,33948497.11596386,40,2023-02-28,2026-05-31,CORE,cmcId,505866.0,0.014900983636242406,R1,DeFiLlama chain DEX non-degenerate (30d vol/mcap=0.0149>= 0.01)
1008,CPS,Capricoin+,,14000136.92613385,673242.21651586,49,2015-11-30,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1676,CREA,CREA,,8040886.12142966,770306.93733631,18,2017-05-31,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
986,CREVA,CrevaCoin,,2127297.02119008,7142.54935319,25,2016-03-31,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
3635,CRO,Cronos,Dexs;Exchange Token;Layer-1;Payments,17441990754.104614,3017652626.841872,89,2018-12-31,2026-05-31,Cronos,cmcId,34113237.0,0.011304560603352562,R1,DeFiLlama chain DEX non-degenerate (30d vol/mcap=0.0113>= 0.01)
2447,CRPT,Crypterium,Smart Contract Platform,61482246.48414774,4333341.01384906,67,2018-03-31,2023-10-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
720,CRW,Crown,,49183862.92105074,1514021.24468154,44,2016-09-30,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
337,CRYPT,CryptCoin,,1410666.61373602,1410666.61373602,22,2015-08-31,2017-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
5899,CSPR,Casper,AI/Big Data;Layer-1,688440462.9819047,45581426.33028326,57,2021-09-30,2026-05-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
5198,CTC,Creditcoin,Layer-1;RWA,3491891448.743226,68190561.10436769,64,2020-09-30,2026-05-31,,,,,GAP-R2,"degenerate/unmapped on DeFiLlama; Rung-2 Artemis Settlement Volume is the theoretically-correct source but is PAID-ONLY (Lite tier = Terminal/Sheets only, no REST API). Rung-3 native full-history infeasible. -> material coverage GAP pending human decision"
169,CTM,ContinuumCoin,,31977.71346949,18487.71096672,5,2015-08-31,2015-12-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
5444,CTSI,Cartesi,Layer-2;Modular Blockchain;Smart Contract Platform,485721443.9155282,26878449.65655018,61,2021-05-31,2026-05-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
2638,CTXC,Cortex,AI/Big Data;IoT;Layer-1;Smart Contract Platform,303617948.1066435,15807850.80743241,89,2018-04-30,2025-08-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
333,CURE,Curecoin,DePIN,18621096.39510125,1799417.04133036,61,2015-08-31,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
3609,CWV,CWV Chain,Payments;Smart Contract Platform,17195970.17910449,4336927.27320337,32,2019-02-28,2022-07-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
677,CZC,CzechCrownCoin,,124949.08013191,124949.08013191,1,2015-10-31,2015-10-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
2868,DAG,Constellation,DAG;Layer-1;Payments;Smart Contract Platform,425176995.75646806,26135436.95968116,80,2019-10-31,2026-05-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
3345,DAPS,DAPS Coin,Privacy,22598334.52744964,4976769.8056216,18,2019-05-31,2022-05-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
745,DARK,DarkCoin,Algo-Stables,59000.52318955,48575.03279287,2,2016-05-31,2016-09-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
131,DASH,Dash,Payments;Privacy,8189388164.001476,510888215.5901929,130,2015-08-31,2026-05-31,Dash,cmcId,,,GAP-R2,"degenerate/unmapped on DeFiLlama; Rung-2 Artemis Settlement Volume is the theoretically-correct source but is PAID-ONLY (Lite tier = Terminal/Sheets only, no REST API). Rung-3 native full-history infeasible. -> material coverage GAP pending human decision"
1797,DAXX,DaxxCoin,,5485588.47164665,232845.40139037,11,2017-07-31,2018-06-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1186,DBIC,DubaiCoin,,4109386.97061753,4109386.97061753,15,2016-04-30,2017-06-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1611,DBIX,DubaiCoin,,21820759.05095872,802442.10926937,31,2017-04-30,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
28,DBL,Doubloons,,19855.0947358,2357.76495632,5,2015-08-31,2015-12-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1168,DCR,Decred,Layer-1;Payments;Privacy,2653548029.618481,277981413.6773263,124,2016-02-29,2026-05-31,,,,,GAP-R2,"degenerate/unmapped on DeFiLlama; Rung-2 Artemis Settlement Volume is the theoretically-correct source but is PAID-ONLY (Lite tier = Terminal/Sheets only, no REST API). Rung-3 native full-history infeasible. -> material coverage GAP pending human decision"
1478,DCT,DECENT,,131718175.38777576,307136.19039328,33,2017-07-31,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1745,DCY,Dinastycoin,,16889894.07127944,16889894.07127944,2,2020-11-30,2020-12-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
2428,DDD,Scry.info,Dexs;Yield;AI/Big Data;Smart Contract Platform,110628755.909958,763944.03957278,31,2018-03-31,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
4180,DDK,DDKoin,,18679506.923574,3469074.42612397,15,2019-08-31,2020-10-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
12400,DEL,Decimal,,136620080.59946725,14787536.63003271,31,2023-03-31,2026-05-31,DSC,symbol,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
72,DEM,Deutsche eMark,,1782980.32344544,136900.16912592,38,2015-08-31,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
2665,DERO,Dero,Privacy;Smart Contract Platform,210372741.70922893,18201260.79404288,48,2020-11-30,2024-10-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
2649,DEV,DeviantCoin,Yield,36873971.10901449,108750.32514801,7,2020-05-31,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
5804,DFI,DeFiChain,Dexs;Synthetics,2223864085.61025,12118954.84787764,50,2020-08-31,2024-10-31,DefiChain,cmcId,620236.0,0.051179000811990005,R1,DeFiLlama chain DEX non-degenerate (30d vol/mcap=0.0512>= 0.01)
109,DGB,DigiByte,NFT;IoT;Layer-1;Payments;Privacy,2121462766.443463,59867788.23815142,130,2015-08-31,2026-05-31,,,,,GAP-R2,"degenerate/unmapped on DeFiLlama; Rung-2 Artemis Settlement Volume is the theoretically-correct source but is PAID-ONLY (Lite tier = Terminal/Sheets only, no REST API). Rung-3 native full-history infeasible. -> material coverage GAP pending human decision"
18,DGC,Digitalcoin,,6146359.45629746,122134.77483092,36,2015-08-31,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
284,DIEM,Diem,Yield,366408.35439266,171969.84173453,15,2015-10-31,2016-12-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
90,DIME,Dimecoin,,48433943.34873921,18781663.43200811,77,2015-08-31,2024-12-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
3441,DIVI,Divi,,306325673.7850064,12065094.31204709,54,2019-08-31,2024-02-29,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
77,DMD,Diamond,Farm;Yield,50728651.21294358,18268693.15244025,91,2015-08-31,2024-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
74,DOGE,Dogecoin,Chain;Payments;Meme,62034896986.45567,15486806639.045624,130,2015-08-31,2026-05-31,Doge,cmcId,,,GAP-R2,"degenerate/unmapped on DeFiLlama; Rung-2 Artemis Settlement Volume is the theoretically-correct source but is PAID-ONLY (Lite tier = Terminal/Sheets only, no REST API). Rung-3 native full-history infeasible. -> material coverage GAP pending human decision"
551,DONU,Donu,,57130618.20760381,108485.91302138,38,2016-03-31,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
145,DOPE,DopeCoin,Dexs,27232370.46293244,183469.21845362,44,2015-09-30,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
6636,DOT,Polkadot,Foundation;Liquid Staking;Yield;Layer-1,42211209861.96556,2000609202.5642977,68,2020-09-30,2026-05-31,,,,,GAP-R2,"degenerate/unmapped on DeFiLlama; Rung-2 Artemis Settlement Volume is the theoretically-correct source but is PAID-ONLY (Lite tier = Terminal/Sheets only, no REST API). Rung-3 native full-history infeasible. -> material coverage GAP pending human decision"
660,DSH,Dashcoin,,766998.72779713,324351.35936163,24,2016-03-31,2018-06-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
69,DTC,Datacoin,,423282.12988415,7794.59026366,13,2016-01-31,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
4092,DUSK,Dusk,Layer-1;Privacy;RWA;Smart Contract Platform;Zero Knowledge,365041026.7524065,59055799.95517926,54,2021-12-31,2026-05-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
7,DVC,Devcoin,,906489.77170033,208881.15554927,23,2015-08-31,2017-10-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1476,DWC,DeepWebCash,,1473687.88632006,260375.79623982,2,2017-05-31,2017-06-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
28324,DYDX,dYdX,Derivatives;Layer-1;Perpetuals,1594066316.961291,160672322.7515532,27,2024-03-31,2026-05-31,dYdX,cmcId,,,GAP-R2,"degenerate/unmapped on DeFiLlama; Rung-2 Artemis Settlement Volume is the theoretically-correct source but is PAID-ONLY (Lite tier = Terminal/Sheets only, no REST API). Rung-3 native full-history infeasible. -> material coverage GAP pending human decision"
1587,DYN,Dynamic,,29269657.65814502,7877342.04116966,47,2017-03-31,2021-07-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
85,EAC,EarthCoin,,27578550.11897325,8204059.69544636,32,2015-08-31,2018-03-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1615,EB3,EB3 Coin,,23380098.99515029,23380098.99515029,2,2017-07-31,2017-08-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1711,ECA,Electra,Payments,81338393.8072305,1110868.95415037,36,2017-12-31,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
212,ECC,ECC,,60931424.37744457,7252726.64999507,49,2015-08-31,2020-12-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1618,ECN,E-coin,,45328757.2213546,7049477.02092746,11,2017-05-31,2018-03-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
3344,ECOREAL,Ecoreal Estate,Smart Contract Platform,49332584.27394926,10054501.69380842,23,2019-01-31,2020-12-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1358,EDC,EDC Blockchain v1 [old],,126810457.33034782,5760544.91927421,46,2016-12-31,2020-09-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
234,EFL,e-Gulden,,6417352.46386765,6417352.46386765,49,2015-08-31,2021-02-28,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1148,EGC,EverGreenCoin,,7867555.53405872,572202.31399065,30,2016-07-31,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
6892,EGLD,MultiversX,AI/Big Data;DePIN;Gaming;Identity;Layer-1;Metaverse;Payments;Smart Contract Platform,7467674793.041116,106878698.3644494,68,2020-09-30,2026-05-31,MultiversX,cmcId,6423408.0,0.06009998342323179,R1,DeFiLlama chain DEX non-degenerate (30d vol/mcap=0.0601>= 0.01)
2453,EKT,EDUCare,Smart Contract Platform,121702679.95575,2573580.49518699,31,2018-05-31,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
2492,ELA,Elastos,DePIN;Storage,237397881.2397312,13537528.63843644,95,2018-04-30,2026-02-28,Elastos,cmcId,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
2299,ELF,aelf,Algo-Stables;Interoperability;Layer-1;Smart Contract Platform,481503546.237945,59850851.16800991,101,2017-12-31,2026-05-31,aelf,cmcId,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
558,EMC,Emercoin,,224049798.38569683,12481853.29196304,66,2015-08-31,2021-04-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
201,EMC2,Einsteinium,,169002245.26477355,8942297.726179,66,2016-03-31,2021-09-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
2130,ENJ,Enjin Coin,NFT;Gaming;Layer-1;Metaverse,2932393673.97304,76973899.50544475,103,2017-11-30,2026-05-31,,,,,GAP-R2,"degenerate/unmapped on DeFiLlama; Rung-2 Artemis Settlement Volume is the theoretically-correct source but is PAID-ONLY (Lite tier = Terminal/Sheets only, no REST API). Rung-3 native full-history infeasible. -> material coverage GAP pending human decision"
322,ENRG,Energycoin,,22965334.97126735,384148.4034548,43,2015-08-31,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1765,EOS,EOS,Lending;Payments;Smart Contract Platform,14536299135.815144,1050667473.723621,94,2017-07-31,2025-04-30,Vaulta,cmcId,212849862.0,0.20258537293978354,R1,DeFiLlama chain DEX non-degenerate (30d vol/mcap=0.2026>= 0.01)
964,ERC,EuropeCoin,,10004017.62407865,1424630.00941363,37,2015-08-31,2018-09-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1762,ERG,Ergo,Layer-1;Privacy;Smart Contract Platform,532811492.36418366,22889582.98952364,61,2021-05-31,2026-05-31,Ergo,symbol,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1238,ESP,Espers,Payments,15027933.44222022,308854.69210243,18,2017-05-31,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1321,ETC,Ethereum Classic,Layer-1;Smart Contract Platform,8281468789.122998,1282350602.0868628,119,2016-07-31,2026-05-31,EthereumClassic,cmcId,,,GAP-R2,"degenerate/unmapped on DeFiLlama; Rung-2 Artemis Settlement Volume is the theoretically-correct source but is PAID-ONLY (Lite tier = Terminal/Sheets only, no REST API). Rung-3 native full-history infeasible. -> material coverage GAP pending human decision"
1027,ETH,Ethereum,Foundation;Layer-1;Payments;Smart Contract Platform,549085770690.6711,241894375408.0305,130,2015-08-31,2026-05-31,Ethereum,cmcId,34640739432.0,0.14320605583973403,R1,DeFiLlama chain DEX non-degenerate (30d vol/mcap=0.1432>= 0.01)
29814,ETHFI,ether.fi,Crypto Card Issuer;Lending;Liquid Restaking;Onchain Capital Allocator,753339200.9918313,330370697.1304384,27,2024-03-31,2026-05-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
21296,ETHW,EthereumPoW,,708010639.9501917,30178182.45929499,44,2022-10-31,2026-05-31,EthereumPoW,cmcId,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
2137,ETN,Electroneum,Layer-1;Payments,589050130.3135434,16336734.52062855,102,2017-12-31,2026-05-31,HeLa,cmcId,2537.0,0.00015529419277741864,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1703,ETP,Metaverse ETP,Smart Contract Platform,174671315.17352647,10138405.82796572,55,2017-07-31,2022-02-28,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
